Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,AverageEpCost,StdEpCost,MaxEpCost,MinEpCost,CumulativeCost,CostRate,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC,StdLossQC,MaxLossQC,MinLossQC,AverageLossQCVar,StdLossQCVar,MaxLossQCVar,MinLossQCVar,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
3521,-797323.7752,5527.85091000000,-770824.6809,-812831.7728,427.900800000000,-1918.31758,696.953920000000,217.798100000000,364615260,1454.23084616923,7054131,153818.250000000,7384906.50000000,6702708,92543096,25683218,195065950,52899830,184.148790000000,36.4666940000000,269.751980000000,117.853240000000,96.2485700000000,43.0747700000000,318.155100000000,43.3659060000000,-129.22879,1.38106200000000,-126.30928,-132.42657,33280.1743738651
3522,-795986.2726,16555.1269100000,-778001.766,-832791.6413,511.482800000000,-1734.50108,786.621226666667,245.819133333333,364641000,1454.14282856571,7015675,169857.400000000,7478076.50000000,6536264,81102070,18552074,136995380,48596180,184.384740000000,35.8024250000000,335.797060000000,116.212880000000,90.3642000000000,35.2258200000000,367.796720000000,44.0178220000000,-129.56554,1.39986100000000,-126.39976,-133.4659,33291.1673066616
3523,-804469.7231,36384.8230150000,-771090.7717,-828702.6154,535.531200000000,-1731.63096,755.697173333334,236.155366666667,364666900,1454.05481096219,7021470.50000000,158225.020000000,7382468.50000000,6718442.50000000,76313304,16898638,143137330,46345850,189.985300000000,75.0173900000000,758.592000000000,125.281525000000,111.199326000000,152.286210000000,1404.12200000000,48.1333920000000,-129.38237,1.03093370000000,-126.97462,-131.65533,33299.5740704536
3524,-791001.0328,10316.5674600000,-769081.0016,-824143.5044,369.918200000000,-1901.13789,663.397013333334,207.311566666667,364689470,1453.96679335867,6982570.50000000,148898.970000000,7427372,6559780,78830290,15711040,138026660,50441150,172.124830000000,40.1820200000000,397.486940000000,95.9743350000000,93.1090100000000,47.8587230000000,558.704600000000,39.1536560000000,-130.30504,1.45690010000000,-127.06549,-134.53075,33310.6213090420
3525,-792237.4335,13264.7782570000,-767621.6593,-800875.8546,338.420000000000,-1855.03428,576.632213333333,180.197566666667,364713630,1453.87877575515,7061495,193274.810000000,7462131,6550438,122481430,64999850,365832160,64712828,236.132230000000,51.1597480000000,399.541170000000,145.790080000000,121.337550000000,55.2771600000000,339.643300000000,55.9688400000000,-129.65108,1.76522090000000,-125.873314,-134.38782,33319.0751938820
3526,-792846.9432,8314.95653100000,-774874.0405,-801431.4453,372.847200000000,-1911.716114,648.432960000000,202.635300000000,364737700,1453.79075815163,7019763,161031.770000000,7483170,6487904,141485570,81718840,588702660,49809796,187.089750000000,34.3438450000000,302.419280000000,107.110050000000,98.6957400000000,36.1459730000000,394.221900000000,45.3095700000000,-129.55559,1.48547350000000,-126.36838,-133.31229,33330.1007225513
3527,-797506.3173,2436.19557400000,-765692.9884,-798276.561,504.544600000000,-1987.500293,570.448533333334,178.265166666667,364761570,1453.70274054811,6948541,152198.140000000,7284877,6582729.50000000,91302930,21892960,141547600,45076000,166.397250000000,34.2593540000000,290.385600000000,108.759200000000,79.0265050000000,20.1552370000000,152.942110000000,37.6845400000000,-130.73041,1.46479640000000,-126.87163,-133.91545,33338.5056991577
3528,-786703.5956,22974.5910140000,-763378.7232,-796513.01,192.199200000000,-1897.904786,545.739413333334,170.543566666667,364783970,1453.61472294459,6937261,144716.140000000,7370957.50000000,6632294,86618310,24062638,221951920,53985080,169.567730000000,34.8241770000000,309.239260000000,113.000970000000,87.1512600000000,44.4779400000000,423.942440000000,43.5240800000000,-131.04045,1.45852360000000,-127.2667,-134.87505,33349.5337677002
3529,-790928.6129,9250.01176700000,-754137.3069,-802067.3279,326.517600000000,-1972.610644,478.527466666667,149.539833333333,364807460,1453.52670534107,7008045,180695.250000000,7668049,6660490,75376560,15276616,146720220,47166216,193.605200000000,53.3541800000000,432.029700000000,108.133240000000,93.4910500000000,36.4593930000000,311.982670000000,40.3019700000000,-130.54892,1.77196290000000,-126.1978,-135.85951,33358.0219111443
3530,-793381.2181,21100.6837870000,-759579.1931,-798631.3598,378.522200000000,-1931.296484,500.597226666667,156.436633333333,364830620,1453.43868773755,6956081.50000000,156468.340000000,7368440.50000000,6569919,74993980,16563764,137815090,50337304,176.657440000000,29.4542980000000,278.925600000000,114.158270000000,87.5787200000000,25.0761220000000,174.457520000000,45.3236400000000,-130.37961,1.49099230000000,-126.013794,-134.44408,33369.0865554810
3531,-786911.187,10604.8247870000,-762668.1333,-798755.7841,233.580000000000,-1866.986328,459.740906666667,143.669033333333,364853500,1453.35067013403,6960641,167649.300000000,7390706,6603187,106000104,45000508,287613100,51783136,186.651730000000,40.5295220000000,336.205470000000,121.933000000000,105.607650000000,51.6065750000000,342.370120000000,43.4787600000000,-130.02545,1.62612210000000,-125.48546,-133.48033,33377.5926852226
3532,-792016.7682,5277.40389400000,-763716.1509,-795625.2346,249.912000000000,-1963.789844,442.153066666667,138.172833333333,364876100,1453.26265253051,6937352,143219.390000000,7333951,6574019,139642060,70734640,388506600,55875660,174.353710000000,37.7836270000000,298.416750000000,100.830510000000,85.9118200000000,26.7036110000000,210.372130000000,40.6727000000000,-129.98157,1.63789060000000,-124.904236,-133.83777,33388.7175989151
3533,-792148.0105,15632.4249760000,-763379.5345,-794767.9221,345.545000000000,-1942.787012,490.161813333333,153.175566666667,364899550,1453.17463492699,6974453,150448.620000000,7418400,6610541.50000000,104073780,35540220,322964300,56329480,184.767650000000,37.7543870000000,302.012900000000,120.700250000000,95.6418460000000,34.3800800000000,294.696700000000,48.9080800000000,-130.22318,1.39351610000000,-127.70002,-134.86317,33397.2235248089
3534,-786446.8419,9472.91596000000,-760774.0667,-793873.5418,323.596400000000,-1955.684376,573.324160000000,179.163800000000,364923550,1453.08661732346,6896016,147122.860000000,7264123.50000000,6464307.50000000,85228230,28278094,320991140,52199110,178.275680000000,44.4829200000000,416.110530000000,106.463170000000,89.2681700000000,39.5370640000000,356.875500000000,43.5558780000000,-129.89893,1.49911070000000,-126.066315,-133.38155,33408.2217578888
3535,-790658.4981,7331.40650700000,-764681.5745,-801762.8539,405.841400000000,-1784.99628,640.456426666667,200.142633333333,364947420,1452.99859971994,6901270.50000000,166708.360000000,7400404.50000000,6464403,81900340,18934548,172580480,55586132,178.919400000000,34.8465230000000,285.568420000000,120.401930000000,86.6676900000000,37.4685440000000,313.194820000000,42.1516400000000,-130.31256,1.67823470000000,-125.91388,-133.85614,33416.7830550671
3536,-798469.4662,20006.2049970000,-768852.2289,-805917.831,471.418000000000,-1866.8833,629.197866666667,196.624333333333,364971700,1452.91058211642,6877800,154894.300000000,7309331,6519054,91751740,36171656,386335300,49911624,179.632400000000,49.3824270000000,470.493400000000,80.6283500000000,95.5266300000000,85.8284450000000,1068.83150000000,42.2207340000000,-131.43497,1.64014670000000,-126.123314,-136.88889,33427.8695454598
3537,-790563.1463,8422.71294700000,-766666.4809,-812297.372,302.486600000000,-1963.194922,563.331520000000,176.041100000000,364994180,1452.82256451290,6923281.50000000,140625.060000000,7272591,6625008,114373480,51253696,320001470,56614404,172.065920000000,31.6262020000000,255.099200000000,107.430530000000,87.8216100000000,37.8456300000000,350.678620000000,39.7664500000000,-131.93066,1.35831740000000,-128.6684,-134.84961,33436.3290362358
3538,-791548.5023,19027.4846950000,-765343.7437,-802013.6892,282.342000000000,-1871.10312,554.854186666667,173.391933333333,365018200,1452.73454690938,6908134.50000000,168538.900000000,7411121,6550121,78100824,18675084,177548430,49789924,187.781040000000,42.7422030000000,316.743870000000,103.821976000000,96.0463900000000,39.1062240000000,359.202180000000,43.7063900000000,-131.90697,1.52408790000000,-128.11069,-135.76599,33447.3745641708
3539,-791892.5375,8219.90651000000,-766673.4947,-797839.6846,455.523000000000,-1925.143164,537.677120000000,168.024100000000,365041340,1452.64652930586,6897230.50000000,162351.440000000,7297288,6546991,83766104,25902476,167473280,48877640,222.180980000000,61.9461500000000,541.621950000000,133.713900000000,121.720604000000,58.5043200000000,391.811070000000,47.3677060000000,-132.61215,1.79065200000000,-128.31007,-136.83939,33455.8824203014
3540,-789827.6919,3695.19302900000,-767016.9919,-795763.9179,270.279600000000,-1998.001074,555.389973333334,173.559366666667,365064030,1452.55851170234,6881029,149153.340000000,7300289,6404433.50000000,77366450,22069356,235562620,42425610,183.461490000000,37.4138570000000,298.440250000000,95.9763300000000,90.3139500000000,30.4776880000000,255.041890000000,41.0695800000000,-132.13103,1.57783840000000,-127.40766,-136.37346,33466.9720580578
3541,-790775.7109,15690.8529990000,-762523.1555,-796293.5831,315.553600000000,-1940.13545,428.407466666667,133.877333333333,365087460,1452.47049409882,6862867,156285.480000000,7319548,6479904.50000000,84422330,26014308,185406430,48937870,180.254120000000,41.6991920000000,332.022160000000,114.720245000000,92.0652850000000,45.4424360000000,335.698430000000,42.6492000000000,-131.1995,1.34660830000000,-128.3988,-134.60606,33475.4799702168
3542,-789974.1457,15541.4094090000,-762819.6768,-808386.3873,217.430800000000,-1849.76162,513.516693333334,160.473966666667,365110240,1452.38247649530,6877016,152832.230000000,7197928,6482168,87499700,25329124,197171900,51700676,180.469330000000,37.6573260000000,304.500370000000,102.696790000000,91.6156160000000,53.7543330000000,439.558870000000,38.7149660000000,-131.31766,1.67224620000000,-126.74294,-135.04407,33486.5588610172
3543,-795592.5823,16696.6296260000,-766011.2849,-801438.6952,429.859400000000,-1913.476856,485.831466666667,151.822333333333,365134200,1452.29445889178,6896206.50000000,156321,7356036,6520566,82244070,22545082,165629180,54587464,189.205670000000,41.1734470000000,319.012700000000,100.017944000000,99.3292100000000,41.0880280000000,283.457340000000,41.2482600000000,-131.1412,1.61862780000000,-127.096954,-135.2511,33495.0034515858
3544,-789998.6019,2030.59444200000,-762509.3744,-805694.5011,263.643800000000,-1987.701855,628.682453333333,196.463266666667,365157100,1452.20644128826,6886064,162777.500000000,7416014.50000000,6435872,81434740,22871310,198480050,47232610,193.346150000000,47.7416840000000,457.164120000000,114.539830000000,100.761810000000,50.4676320000000,368.047200000000,41.8382870000000,-131.1022,1.92016220000000,-124.57935,-135.60301,33505.9606339932
3545,-789832.2591,26809.3484140000,-760620.8152,-801100.4806,485.276400000000,-1818.05488,560.060906666666,175.019033333333,365181630,1452.11842368474,6865547,126004.030000000,7152599.50000000,6619653,115624170,61300692,290148580,53699612,179.316300000000,40.4791000000000,322.359600000000,98.3492600000000,89.4571800000000,40.9289500000000,313.556060000000,44.6557300000000,-130.69315,1.63458990000000,-127.54645,-134.84538,33514.3994147778
3546,-792129.2535,12033.5625420000,-759342.3134,-802915.5767,301.194000000000,-1910.125,564.711680000000,176.472400000000,365204450,1452.03040608122,6829172,154492.620000000,7202973,6398571,91279470,33375958,302239460,46059604,180.983110000000,38.6055870000000,314.295100000000,108.628720000000,100.410630000000,51.2579840000000,360.022370000000,45.7438350000000,-130.69409,1.76039780000000,-126.70514,-135.55035,33525.4453237057
3547,-789169.4033,5996.25029800000,-770644.1379,-811278.7645,272.364000000000,-1929.392968,546.939840000000,170.918700000000,365227070,1451.94238847770,6837227,151809.030000000,7150768.50000000,6577240.50000000,79964340,30520600,291362140,50719856,183.218500000000,34.6263660000000,276.679300000000,110.954650000000,113.895120000000,74.3272000000000,425.584100000000,53.1609500000000,-131.1109,1.34384200000000,-128.05669,-134.01308,33533.8753972054
3548,-801371.6254,20446.6265090000,-775385.5401,-810430.1236,451.954200000000,-1966.337988,662.199466666667,206.937333333333,365252540,1451.85437087418,6853907,147034.900000000,7303082,6454736,88405400,29170922,279710600,55785800,184.746950000000,39.3318630000000,405.980530000000,114.149550000000,100.396164000000,36.8099330000000,362.106500000000,47.4304200000000,-131.61356,1.30220930000000,-128.23172,-135.4834,33544.9508368969
3549,-794339.0964,4945.59613400000,-770544.4359,-801913.466,517.305800000000,-1999.754199,672.420800000000,210.131500000000,365276740,1451.76635327065,6851901,146625.550000000,7229380,6402925,85013950,38447396,297393180,51767456,194.821370000000,42.2213800000000,348.837130000000,118.051380000000,115.548600000000,52.6702730000000,348.359830000000,59.6749270000000,-132.40866,1.60172310000000,-128.48972,-137.43555,33553.4374155998
3550,-782642.7345,1620.05369725000,-768487.058,-787806.6894,291.529000000000,-1933.171386,568.826453333334,177.758266666667,365300030,1451.67833566713,6863163,145793.600000000,7219455.50000000,6450208,83529050,31594624,235528510,44605212,178.399370000000,38.2306400000000,329.078740000000,104.056244000000,92.1603000000000,30.6829340000000,202.401800000000,43.3938600000000,-131.70267,1.54837060000000,-126.801674,-136.74042,33564.5277557373
3551,-792162.6598,4656.34337300000,-769191.2078,-798375.4582,257.714800000000,-1968.530372,540.645013333334,168.951566666667,365322750,1451.59031806361,6815825,145636.450000000,7286718.50000000,6506010,95430290,33982264,267869760,51275616,186.727450000000,34.9081600000000,279.964100000000,123.521030000000,107.875590000000,48.7112270000000,369.977970000000,50.9109200000000,-130.86948,1.37844900000000,-127.63894,-134.46109,33573.0068736076
3552,-800235.7344,17973.0117320000,-771041.9662,-819549.3694,464.465600000000,-1840.27373,601.468480000000,187.958900000000,365346850,1451.50230046009,6874750.50000000,176812.030000000,7293088,6356126,91370510,34155636,237287570,45197684,189.057160000000,50.1001000000000,506.862850000000,108.273390000000,111.833176000000,49.9987140000000,374.693800000000,54.7037660000000,-132.19307,1.79188720000000,-126.52993,-137.32639,33584.0863978863
3553,-795338.1862,29069.0102798000,-770923.8739,-821974.9672,405.573000000000,-1728.94834,674.289706666667,210.715533333333,365371650,1451.41428285657,6817361.50000000,150848.830000000,7141249.50000000,6402531.50000000,79012750,23804702,179678720,51023516,177.908110000000,50.8472400000000,507.658700000000,119.248260000000,94.8148800000000,36.3565440000000,303.280360000000,50.0113220000000,-132.21684,1.46448700000000,-128.33623,-134.83136,33592.5853857994
3554,-793584.6795,8506.09060380000,-763631.8346,-809225.9283,394.254600000000,-1976.520215,634.551573333333,198.297366666667,365396260,1451.32626525305,6864539,148914.110000000,7290383,6473246,76288104,20731548,169443200,41643724,182.208510000000,45.1856420000000,435.663760000000,100.584470000000,99.6307800000000,34.3817300000000,272.916400000000,48.1906430000000,-131.91801,1.64204870000000,-127.90333,-136.69217,33603.5057728291
3555,-789431.2055,12565.1790860000,-775233.5288,-804392.4095,389.956600000000,-1867.35674,680.200533333333,212.562666666667,365418660,1451.23824764953,6924533,170307.270000000,7361726.50000000,6549526,79145336,24905156,166977860,45963200,189.031890000000,49.6397100000000,340.875120000000,121.937850000000,111.580300000000,47.5639300000000,381.642300000000,55.8810730000000,-131.37526,1.61728640000000,-126.63475,-135.57976,33611.9912459850
3556,-798684.4745,3382.18046280000,-784017.8598,-811452.9589,491.164800000000,-1861.396094,788.605866666667,246.439333333333,365444030,1451.15023004601,6883405,154014.970000000,7267103,6468260,80984870,24167092,185623070,48921116,180.000370000000,46.5341600000000,437.909240000000,106.716644000000,105.982925000000,47.4872470000000,358.932100000000,50.8613900000000,-131.80511,1.50679810000000,-128.05228,-135.49637,33622.9815285206
3557,-802809.6882,4763.00324000000,-791260.3812,-817726.0266,597.514600000000,-1934.115234,805.357333333333,251.674166666667,365469950,1451.06221244249,6891427,171526.980000000,7293000,6426534,2336271600.00000,3422030300.00000,18559037000.0000,57389270,173.950710000000,36.6094670000000,267.829350000000,100.388466000000,103.188034000000,47.7181970000000,349.494900000000,52.2675170000000,-131.51656,1.53304870000000,-127.28155,-135.99213,33631.4903628826
3558,-797343.9965,9847.56885000000,-773977.4216,-803018.7761,421.365600000000,-1915.699316,624.416640000000,195.130200000000,365493900,1450.97419483897,6891863,145119.640000000,7279313,6540268,571077250,104077360,964726660,365904060,190.073790000000,48.7662470000000,508.192200000000,123.326250000000,109.945496000000,45.1935730000000,369.352750000000,50.9930730000000,-131.21056,1.77057400000000,-127.20599,-134.67114,33642.5344605446
3559,-782092.7455,10437.7128810000,-762174.2161,-797676.8037,151.901000000000,-1958.93125,564.699306666667,176.468533333333,365516160,1450.88617723545,6911105.50000000,170228.950000000,7407096,6441709,503156740,87855360,708139970,300981860,193.007230000000,50.4804800000000,425.714400000000,104.487410000000,108.140724000000,51.2707900000000,424.288180000000,47.9038100000000,-131.71878,1.46918920000000,-127.982315,-135.12146,33651.0397922993
3560,-792727.0552,14924.2732670000,-764318.8821,-799899.5513,485.544600000000,-1990.1375,599.559786666667,187.362433333333,365540670,1450.79815963193,6905789.50000000,155553.030000000,7235273,6519155.50000000,421770750,95646696,705298700,210663200,178.252960000000,42.4445600000000,435.766900000000,109.758125000000,103.412550000000,43.3519740000000,331.840420000000,40.9377140000000,-131.75781,1.53981940000000,-127.002884,-135.54514,33662.1043472290
3561,-798940.6601,9674.16240900000,-778442.8545,-826337.6683,486.729000000000,-1946.11924,849.560426666667,265.487633333333,365566880,1450.71014202841,6892121.50000000,147188.050000000,7289033.50000000,6528508,359175000,79634040,629478850,224818670,191.395460000000,41.5673940000000,338.804960000000,127.476680000000,116.089800000000,40.6850100000000,311.343170000000,61.3628230000000,-131.18254,1.31932840000000,-128.21233,-134.24588,33670.6383006573
3562,-801907.7364,23098.0278500000,-765709.0276,-822907.5497,620.652200000000,-1769.42382,748.229333333333,233.821666666667,365592480,1450.62212442489,6900459,139057.890000000,7268502.50000000,6488623,316153020,75902696,559492200,146626020,168.590070000000,33.1065440000000,278.558930000000,90.2712550000000,97.5569200000000,29.8440280000000,331.565160000000,49.7256770000000,-131.39159,1.66934780000000,-127.099686,-136.97458,33681.6908338070
3563,-783831.735,29829.5261150000,-759735.2322,-813615.0927,295.548800000000,-1816.416114,593.795840000000,185.561200000000,365614340,1450.53410682136,6894762.50000000,165102.400000000,7209668,6373492.50000000,309446240,83116840,664674100,164509470,191.041820000000,40.3511160000000,292.468300000000,104.265130000000,115.324420000000,45.1327300000000,321.591900000000,51.0963440000000,-131.95398,1.83019660000000,-127.76428,-137.5903,33690.1385412216
3564,-790958.7286,6738.99583980000,-758537.0119,-807145.3894,197.166200000000,-1961.010742,522.239253333333,163.199766666667,365637250,1450.44608921784,6911309.50000000,153006.840000000,7244334,6559741,275192030,73510100,523681100,140147870,173.924560000000,37.4852750000000,316.912900000000,100.359500000000,103.389626000000,36.2651520000000,319.360170000000,52.3649300000000,-131.81754,1.61964110000000,-128.04434,-137.00487,33701.2818653584
3565,-797517.9263,16858.4520550000,-766897.9666,-800027.3541,486.483600000000,-1911.268652,482.117973333333,150.661866666667,365660640,1450.35807161432,6896043,152078.670000000,7246815.50000000,6467302.50000000,255464960,55973384,385773500,152078510,170.274490000000,32.3140800000000,272.336100000000,115.418420000000,112.754395000000,49.4077640000000,410.263900000000,53.5599670000000,-130.73288,1.36909530000000,-127.41201,-133.90265,33709.8115649223
3566,-785138.7752,7597.78722000000,-754455.097,-794046.7327,220.321400000000,-1942.830274,497.799573333333,155.562366666667,365683500,1450.27005401080,6894464,142165.330000000,7267098.50000000,6540917,229308060,70199080,503505300,114350984,165.022950000000,31.7876740000000,305.015500000000,102.030876000000,95.0419900000000,31.0270540000000,321.300720000000,50.5837700000000,-130.91951,1.67992190000000,-126.314156,-134.46834,33720.8471136093
3567,-781356.6378,16935.5097600000,-740191.1228,-770034.2675,226.569200000000,-1892.59014,360.557866666667,112.674333333333,365706180,1450.18203640728,6888461,142070.080000000,7162786.50000000,6477219,229985890,74483700,436765700,91501020,166.536400000000,35.3770200000000,269.577330000000,98.4100000000000,100.666820000000,25.9033500000000,179.169530000000,48.7755130000000,-130.27737,1.39188750000000,-126.593475,-133.21078,33729.3909370899
3568,-779565.3768,6838.22494600000,-742339.2018,-778006.1837,229.155400000000,-1919.4999,440.116586666667,137.536433333333,365728740,1450.09401880376,6903737.50000000,162010.830000000,7400557,6419145,190272590,62791204,457518620,83914930,167.286500000000,34.1130450000000,311.302500000000,100.911940000000,91.3355940000000,23.5670000000000,193.339320000000,54.0987850000000,-130.49364,1.47213030000000,-127.24117,-134.94621,33740.5050389767
3569,-790377.6278,14941.3628390000,-758330.1587,-788599.8134,369.494000000000,-1944.226954,526.606933333333,164.564666666667,365752200,1450.00600120024,6919232,133439.400000000,7210441,6621639,176562990,44544356,297836220,93415384,157.720250000000,27.7196730000000,255.085780000000,113.141040000000,86.7928900000000,22.3911740000000,164.672000000000,51.2502750000000,-130.87418,1.56244430000000,-127.19765,-134.55344,33749.0402920246
3570,-795056.4108,5877.88261800000,-761849.1131,-796079.9045,388.738600000000,-1944.657812,572.686186666666,178.964433333333,365775650,1449.91798359672,6916273.50000000,149507.800000000,7364492,6457995.50000000,173962050,46933028,326008200,88858776,174.688220000000,42.4010240000000,444.798650000000,98.7974700000000,99.3822250000000,31.4298520000000,276.938400000000,46.8635560000000,-131.31485,1.70786360000000,-125.67445,-136.7215,33760.0942938328
3571,-784285.3808,10764.2275980000,-759054.0825,-802985.2042,315.554000000000,-1958.17129,559.847893333333,174.952466666667,365799070,1449.82996599320,6930129.50000000,146297.700000000,7289526,6588474.50000000,158544140,44123556,307408160,92894110,175.584460000000,34.0119300000000,252.156170000000,86.7612300000000,105.362270000000,27.9086800000000,194.791200000000,55.3919680000000,-130.53804,1.66432230000000,-127.194565,-134.39603,33768.5129671097
3572,-792028.0074,27998.2427520000,-747534.6093,-787500.9387,345.422200000000,-1842.97442,429.356480000000,134.173900000000,365822340,1449.74194838968,6924885.50000000,160617.380000000,7351245,6441920,154213500,40644216,260651230,75145400,181.728550000000,36.7528600000000,335.200740000000,107.639530000000,100.732346000000,33.7778930000000,279.606000000000,46.2612900000000,-131.01787,1.64220790000000,-127.70702,-134.90437,33779.5997879505
3573,-781512.7625,2575.19214220000,-761500.9551,-798414.905,144.067200000000,-1971.677734,539.549546666667,168.609233333333,365844200,1449.65393078616,6924555,162464.860000000,7346294,6551668,157156160,51434316,354122400,85874210,169.081950000000,30.0685630000000,264.110840000000,98.8251900000000,101.326645000000,27.8112410000000,254.252240000000,58.0229800000000,-130.49304,1.60201050000000,-126.35679,-133.6328,33788.0628740788
3574,-796939.7373,3569.61864300000,-763318.9482,-789934.497,522.166000000000,-1951.42588,514.765866666667,160.864333333333,365868860,1449.56591318264,6911614.50000000,165558.780000000,7372197,6544188,148508320,43534796,331730020,77354950,175.420210000000,40.4783970000000,318.839260000000,99.6536700000000,99.7374700000000,35.1065600000000,355.527130000000,49.0180970000000,-131.10938,1.61680640000000,-126.983574,-134.98195,33799.1758038998
3575,-789764.2604,14572.1931598000,-765808.9071,-805357.3933,298.952800000000,-1958.708496,577.369386666667,180.427933333333,365892030,1449.47789557912,6869132,139449.980000000,7262819,6566834,192477950,99353280,608717440,63992796,154.079160000000,29.9517970000000,225.645170000000,94.8411100000000,94.7199250000000,47.9131550000000,303.703600000000,37.8800350000000,-131.08089,1.48420970000000,-128.23357,-134.82825,33807.7051460743
3576,-790532.1157,20013.3721060000,-756788.6882,-806094.4206,261.448800000000,-1927.299908,515.643306666667,161.138533333333,365914530,1449.38987797560,6865248,140964.580000000,7239786.50000000,6580974.50000000,157382940,46686976,303511000,82234590,154.534180000000,30.5245040000000,229.466170000000,93.4322100000000,88.8086100000000,27.5559200000000,257.215360000000,44.7920530000000,-130.93364,1.54534470000000,-127.41225,-134.78041,33818.8279728890
3577,-792927.3281,18769.2227660000,-758994.7958,-812334.0489,406.429600000000,-1942.06904,599.223360000000,187.257300000000,365938700,1449.30186037207,6891777.50000000,130152.980000000,7232446,6606197.50000000,142708930,40950788,281151600,77644050,175.584490000000,44.2234900000000,338.130770000000,102.759100000000,100.405106000000,30.0624100000000,255.724230000000,56.1760250000000,-130.71109,1.64730790000000,-125.61223,-134.84828,33827.3654038906
3578,-793023.1254,19407.4157900000,-758817.9017,-813748.4079,455.665400000000,-1863.89902,626.995520000000,195.936100000000,365963550,1449.21384276855,6875816,145011.400000000,7236868.50000000,6525797,153267730,45888412,322302370,77903390,161.504150000000,38.1053700000000,314.666020000000,86.8898700000000,93.5701300000000,27.3896940000000,185.571090000000,51.4838560000000,-131.2974,1.53396120000000,-126.70905,-135.49426,33838.4551227093
3579,-790828.9097,21986.4422700000,-765075.979,-818618.5214,313.521600000000,-1821.30566,660.130346666667,206.290733333333,365986720,1449.12582516503,6847855,157474.940000000,7441957.50000000,6536577.50000000,150515760,42349896,248585010,82220290,154.325530000000,35.4331440000000,302.492500000000,99.3901500000000,90.4765300000000,21.3649980000000,167.706480000000,52.2409670000000,-131.17032,1.53756710000000,-127.604515,-135.85974,33846.9910163879
3580,-798785.038,15912.0681260000,-759804.9169,-802677.8084,468.557400000000,-1847.198828,563.585493333333,176.120466666667,366010530,1449.03780756151,6875029,127217.340000000,7223194,6528133,138236770,35674804,246314190,73358640,162.100480000000,34.0363040000000,297.532140000000,104.469730000000,99.1869300000000,28.1186870000000,244.356140000000,51.0404050000000,-131.14268,1.58779070000000,-127.564316,-135.21957,33858.0334007740
3581,-782560.427,6368.02749800000,-758726.3394,-790283.9665,274.643800000000,-1990.646777,503.960853333333,157.487766666667,366033660,1448.94978995799,6883116,157428.580000000,7184841,6503903.50000000,142647580,38508708,242893020,69767260,168.677900000000,36.3865280000000,304.733700000000,104.666280000000,96.4591450000000,26.4520240000000,195.914640000000,52.4727170000000,-131.64438,1.81513010000000,-127.6326,-136.07071,33866.5555701256
3582,-783702.6288,7393.80062900000,-748869.3919,-771803.4706,201.725400000000,-1967.315624,338.623146666667,105.819733333333,366055520,1448.86177235447,6897110.50000000,140050.560000000,7296973,6478524,435991600,608970560,3160556000.00000,77559770,160.653600000000,34.8439980000000,276.787100000000,101.601654000000,93.4605260000000,31.7745690000000,312.457180000000,47.5483700000000,-131.50644,1.47402630000000,-127.5567,-137.14795,33877.5880451202
3583,-783486.6667,5986.55605300000,-742400.6068,-781548.77,158.549200000000,-1944.480372,324.108906666667,101.284033333333,366076770,1448.77375475095,6923381.50000000,163360.970000000,7303257,6633824,309459780,55376404,455436480,195551780,172.651430000000,35.6495170000000,275.749820000000,108.107445000000,95.3892440000000,29.9650600000000,188.243230000000,46.3385930000000,-132.63455,1.51180620000000,-129.80342,-136.20154,33886.0433933735
3584,-783154.5546,27450.5699690000,-746515.6203,-792112.6351,247.429600000000,-1729.84052,474.950613333333,148.422066666667,366099870,1448.68573714743,6887502.50000000,158714.380000000,7259860,6471126,394357380,78799590,701576200,248414620,155.357420000000,33.2092130000000,279.927030000000,97.8133540000000,91.9479300000000,35.5062750000000,328.827300000000,51.4279170000000,-132.83255,1.50543730000000,-128.52449,-136.79002,33897.1174259186
3585,-791532.9666,15048.2626430000,-750747.9309,-800017.1355,484.553600000000,-1900.798144,606.633280000000,189.572900000000,366124540,1448.59771954391,6879521.50000000,151787.100000000,7157339.50000000,6563086,382981300,75841200,666850050,221472260,163.419430000000,36.3852650000000,261.660600000000,107.414260000000,89.7274200000000,23.1411230000000,169.358720000000,57.5710450000000,-132.33113,1.47927580000000,-128.69344,-137.58923,33905.5711081028
3586,-790050.8287,9481.45831100000,-756539.5188,-801053.0913,405.454200000000,-1972.983984,682.257706666667,213.205533333333,366148800,1448.50970194039,6879647,153560.190000000,7289021.50000000,6484277.50000000,352181300,72887180,588483700,224889940,155.033300000000,37.4718060000000,286.161700000000,81.9015400000000,86.7694600000000,24.1781540000000,182.552800000000,37.2833860000000,-131.37964,1.56676280000000,-127.620255,-135.4458,33916.6036698818
3587,-787266.2958,20559.4440750000,-756991.1163,-802381.2945,389.225400000000,-1838.75108,695.837653333334,217.449266666667,366173120,1448.42168433687,6895726.50000000,147622.980000000,7295282.50000000,6472258,307871680,56880584,444352830,191934350,155.732380000000,30.0780070000000,252.364290000000,103.702480000000,93.9218000000000,37.9729900000000,327.745600000000,50.9007870000000,-131.1272,1.40402500000000,-127.32651,-133.95044,33925.1026012898
